year,date,id,sex,lon,lat
2015,2015-10-23T00:00:00Z,BI407355 Z15-625,Hane,543215,6956798
2015,2015-10-25T00:00:00Z,BI407260 Z15-530 +,Hane,498908,7125400
2015,2015-10-16T00:00:00Z,BI041148 ZF-269 Z15-203 +,Hona,412601,6878990
2015,2015-10-26T00:00:00Z,BI406558 Y15-069,Hane,553175,6934786
2015,2015-10-19T00:00:00Z,BI406725 Y15-236,Hane,574378,7024284
2015,2015-10-04T00:00:00Z,BI407333 Z15-603 +,Hane,516618,7096176
2015,2015-10-04T00:00:00Z,BI407256 Z15-526,Hane,521684,7135688
2015,2015-10-23T00:00:00Z,BI406904 Z15-174,Hona,510746,7095630
2015,2015-10-23T00:00:00Z,BI406764 Z15-034 +,Hane,504487,6871331
2015,2015-10-24T00:00:00Z,BI406724 Y15-235,Hane,618726,7017129
2015,2015-10-04T00:00:00Z,BI407111 Z15-381,Hona,420744,6924171
2015,2015-10-16T00:00:00Z,BI407120 Z15-390 +,Hane,545731,7120098
2015,2015-10-04T00:00:00Z,BI407202 Z15-472,Hona,517342,7078244
2015,2015-10-04T00:00:00Z,BI407108 Z15-378,Hane,494001,6907455
2015,2015-10-04T00:00:00Z,BI407303 Z15-573 +,Hane,532111,7084910
2015,2015-10-04T00:00:00Z,BI406556 Y15-067,Hane,645799,7048501
2015,2015-10-05T00:00:00Z,BI407085 Z15-355 +,Hane,574152,6990682
2015,2015-10-05T00:00:00Z,BI040975 Y88,Hane,657964,7060442
2015,2015-10-03T00:00:00Z,BI407033 Z15-303,Hane,439293,6940163
2015,2015-10-04T00:00:00Z,BI407274 Z15-544,Hane,550443,7083295
2015,2015-09-22T00:00:00Z,BI407329 Z15-599,Hane,491197,6875226
2015,2015-10-02T00:00:00Z,BI407142 Z15-412,Hona,494608,6881316
2015,2015-10-03T00:00:00Z,BI406601 Y15-112 +,Hona,524358,6940915
2015,2015-10-05T00:00:00Z,BI407085 Z15-355 +,Hane,579117,6977001
2015,2015-09-20T00:00:00Z,BI407192 Z15-462 +,Hona,489094,6877906
2015,2015-10-03T00:00:00Z,BI407294 Z15-564,Hona,499609,6976466
2015,2015-10-04T00:00:00Z,BI406743 Z15-013,Hona,413387,6887039
2015,2015-10-03T00:00:00Z,BI407177 Z15-447,Hona,488865,6874012
2015,2015-09-18T00:00:00Z,BI041076 ZF-188 Z15-555,Hona,494467,6970447
2015,2015-10-03T00:00:00Z,BI407321 Z15-591,Hane,472640,7028154
2015,2015-10-04T00:00:00Z,BI406633 Y15-144 +,Hane,550783,6916883
2015,2015-10-04T00:00:00Z,BI041343 ZM-143 Z15-594,Hane,491134,7052952
2015,2015-10-02T00:00:00Z,BI406713 Y15-224,Hane,550791,6974264
2015,2015-10-04T00:00:00Z,BI407186 Z15-456,Hane,532625,6977431
2015,2015-10-04T00:00:00Z,BI406952 Z15-222,Hona,440319,6882548
2015,2015-10-03T00:00:00Z,BI407240 Z15-510 +,Hane,478260,7089887
2015,2015-10-03T00:00:00Z,BI407042 Z15-312,Hona,512861,7021179
2015,2015-10-04T00:00:00Z,BI407186 Z15-456,Hane,549544,6961085
2015,2015-10-03T00:00:00Z,BI407321 Z15-591,Hane,471584,7029367
2015,2015-10-03T00:00:00Z,BI407244 Z15-514 +,Hona,427191,6878540
2015,2015-10-05T00:00:00Z,BI406922 Z15-192 +,Hane,519916,6975750
2015,2015-10-04T00:00:00Z,BI406554 Y15-065,Hona,610562,7078198
2015,2015-10-03T00:00:00Z,BI407350 Z15-620 +,Hona,433925,7008590
2015,2015-10-02T00:00:00Z,BI407142 Z15-412,Hona,495855,6880657
2015,2015-10-04T00:00:00Z,BI407207 Z15-477,Hona,570483,7002355
2015,2015-10-03T00:00:00Z,BI407070 Z15-340,Hane,541715,7041498
2015,2015-10-04T00:00:00Z,BI406975 Z15-245,Hona,500632,6950073
2015,2015-09-19T00:00:00Z,BI406756 Z15-026,Hane,436027,6864672
2015,2015-10-03T00:00:00Z,BI406686 Y15-197,Hane,647964,6982228
2015,2015-10-01T00:00:00Z,BI406556 Y15-067,Hane,646538,7051765
2015,2015-09-21T00:00:00Z,BI041433 ZM-245,Hane,440592,6863531
2015,2015-10-04T00:00:00Z,BI406664 Y15-175,Hane,650198,6986964
2015,2015-10-03T00:00:00Z,BI407341 Z15-611,Hona,467155,7044736
2015,2015-10-04T00:00:00Z,BI407108 Z15-378,Hane,506742,6896103
2015,2015-10-03T00:00:00Z,BI406950 Z15-220,Hane,526254,7089345
2015,2015-10-03T00:00:00Z,BI406942 Z15-212,Hane,541028,7066636
2015,2015-10-04T00:00:00Z,BI407297 W1902 Z15-567,Hane,553526,7013067
2015,2015-10-02T00:00:00Z,BI406997 Z15-267,Hane,403189,6933231
2015,2015-10-03T00:00:00Z,BI406950 Z15-220,Hane,526970,7091125
2015,2015-10-04T00:00:00Z,BI406686 Y15-197,Hane,648745,6982476
2015,2015-10-02T00:00:00Z,BI407289 Z15-559,Hona,516963,7004816
2015,2015-10-04T00:00:00Z,BI407066 Z15-336,Hona,544347,7067063
2015,2015-10-01T00:00:00Z,BI407004 Z15-274 +,Hona,540969,7013945
2015,2015-10-04T00:00:00Z,BI407031 Z15-301 +,Hane,533442,7009488
2015,2015-10-04T00:00:00Z,BI406996 Z15-266 +,Hona,532846,7011545
2015,2015-10-04T00:00:00Z,BI407085 Z15-355 +,Hane,577825,6980587
2015,2015-09-25T00:00:00Z,BI406604 Y15-115 +,Hane,669779,7087803
2015,2015-10-04T00:00:00Z,BI041386 ZM-191,Hane,458208,6919103
2015,2015-10-04T00:00:00Z,BI080325 X12-130,Hane,562864,6991105
2015,2015-10-04T00:00:00Z,BI407291 Z15-561,Hona,420083,6878194
2015,2015-10-04T00:00:00Z,BI407234 Z15-504,Hona,432517,6925223
2015,2015-10-03T00:00:00Z,BI406635 Y15-146,Hona,571179,6936967
2015,2015-10-05T00:00:00Z,BI406853 Z15-123 +,Hane,574312,6987261
2015,2015-10-04T00:00:00Z,BI406966 Z15-236,Hona,539338,7134418
2015,2015-10-04T00:00:00Z,BI407049 Z15-319,Hona,544221,7067200
2015,2015-10-29T00:00:00Z,BI406754 Z15-024 +,Hane,528961,7050919
2015,2015-10-17T00:00:00Z,BI407247 Z15-517,Hona,536566,6958188
2015,2015-10-23T00:00:00Z,BI407303 Z15-573 +,Hane,533702,7086482
2015,2015-10-23T00:00:00Z,BI406549 Y15-060,Hona,570770,7027421
2015,2015-10-16T00:00:00Z,BI407041 Z15-311,Hona,477368,7081500
2015,2015-10-20T00:00:00Z,BI407085 Z15-355 +,Hane,578909,6958969
2015,2015-10-22T00:00:00Z,BI406641 Y15-152 +,Hane,609027,6948519
2015,2015-10-17T00:00:00Z,BI407269 Z15-539,Hona,421282,6979343
2015,2015-10-24T00:00:00Z,BI407331 Z15-601,Hane,447884,6917507
2015,2015-10-20T00:00:00Z,BI406576 Y15-087,Hona,593502,7046914
2015,2015-10-23T00:00:00Z,BI407303 Z15-573 +,Hane,531721,7089618
2015,2015-10-23T00:00:00Z,BI406968 Z15-238,Hona,467615,6965278
2015,2015-10-18T00:00:00Z,BI406637 Y15-148,Hane,636170,7019667
2015,2015-10-20T00:00:00Z,BI407221 Z15-491,Hona,474770,6937970
2015,2015-10-21T00:00:00Z,BI406666 Y15-177 +,Hane,641132,7018709
2015,2015-10-03T00:00:00Z,BI406699 Y15-210,Hane,672667,7026417
2015,2015-10-21T00:00:00Z,BI407223 Z15-493,Hona,580499,6959763
2015,2015-10-21T00:00:00Z,BI406556 Y15-067,Hane,640996,7048340
2015,2015-10-26T00:00:00Z,BI407326 Z15-596 +,Hane,546982,7016990
2015,2015-10-18T00:00:00Z,BI406660 Y15-171 +,Hane,584453,6953062
2015,2015-10-20T00:00:00Z,BI406666 Y15-177 +,Hane,640853,7018399
2015,2015-10-21T00:00:00Z,BI406972 Z15-242,Hane,530129,7105624
2015,2015-10-23T00:00:00Z,BI406978 Z15-248,Hane,555656,7056710
2015,2015-10-24T00:00:00Z,BI406943 Z15-213,Hona,513837,6952061
2015,2015-10-22T00:00:00Z,BI407112 Z15-382,Hane,473669,6905647
2015,2015-10-24T00:00:00Z,BI406964 Z15-234,Hona,548103,7016613
2015,2015-10-21T00:00:00Z,BI406691 Y15-202,Hane,683008,7044437
2015,2015-10-23T00:00:00Z,BI407056 Z15-326,Hane,490606,6897943
2015,2015-10-14T00:00:00Z,BI407269 Z15-539,Hona,428257,6975934
2015,2015-10-16T00:00:00Z,BI407041 Z15-311,Hona,478682,7076528
2015,2015-10-20T00:00:00Z,BI406568 Y15-079 +,Hona,593097,7050327
2015,2015-10-10T00:00:00Z,BI407232 Z15-502,Hona,400203,6944882
2015,2015-10-24T00:00:00Z,BI407037 Z15-307,Hona,518598,7012398
2015,2015-10-14T00:00:00Z,BI407269 Z15-539,Hona,426357,6978671
2015,2015-10-19T00:00:00Z,BI406561 Y15-072 +,Hane,619989,7011562
2015,2015-10-22T00:00:00Z,BI041267 Y107 ZF-61 AC2014-241,Hona,583302,7089688
2015,2015-10-24T00:00:00Z,BI407297 W1902 Z15-567,Hane,547536,7016691
2015,2015-10-23T00:00:00Z,BI406948 Z15-218,Hona,461455,6903885
2015,2015-10-24T00:00:00Z,BI406964 Z15-234,Hona,547258,7016936
2015,2015-10-20T00:00:00Z,BI080398 X12-203 +,Hane,494148,6910540
2015,2015-10-21T00:00:00Z,BI407057 Z15-327,Hane,515274,6952651
2015,2015-10-24T00:00:00Z,BI407326 Z15-596 +,Hane,547726,7015670
2015,2015-10-24T00:00:00Z,BI407326 Z15-596 +,Hane,547274,7016941
2015,2015-10-18T00:00:00Z,BI406790 Z15-060,Hona,509016,7097640
2015,2015-10-21T00:00:00Z,BI041079 ZF-195 +,Hona,515102,6951474
2015,2015-10-21T00:00:00Z,BI406556 Y15-067,Hane,641019,7049020
2015,2015-10-20T00:00:00Z,BI407238 Z15-508,Hona,508819,7114783
2015,2015-10-26T00:00:00Z,BI050160 AC942,Hane,684351,7063510
2015,2015-10-14T00:00:00Z,BI407269 Z15-539,Hona,425231,6978529
2015,2015-10-17T00:00:00Z,BI406615 Y15-126,Hona,686057,7059050
2015,2015-10-21T00:00:00Z,BI407073 Z15-343,Hane,514636,7076848
2015,2015-10-23T00:00:00Z,BI407170 Z15-440,Hane,511577,7018269
2015,2015-10-22T00:00:00Z,BI406707 Y15-218,Hane,642296,7053946
2015,2015-10-19T00:00:00Z,BI406637 Y15-148,Hane,638440,7017622
2015,2015-10-15T00:00:00Z,BI406681 Y15-192,Hona,525276,6912460
2015,2015-10-15T00:00:00Z,BI407222 Z15-492,Hane,549097,7107697
2015,2015-10-22T00:00:00Z,BI406693 Y15-204,Hona,635471,7056840
2015,2015-10-22T00:00:00Z,BI406693 Y15-204,Hona,636388,7056177
2015,2015-10-24T00:00:00Z,BI407070 Z15-340,Hane,550511,7016855
2015,2015-10-25T00:00:00Z,BI406926 Z15-196 +,Hona,464842,6954914
2015,2015-10-24T00:00:00Z,BI407206 Z15-476 +,Hane,491790,7004678
2015,2015-10-22T00:00:00Z,BI407191 Z15-461,Hona,513489,7120679
2015,2015-10-17T00:00:00Z,BI407269 Z15-539,Hona,421181,6980319
2015,2015-10-21T00:00:00Z,BI406701 Y15-212,Hane,628916,7017945
2015,2015-10-18T00:00:00Z,BI407089 Z15-359,Hona,511509,7119526
2015,2015-10-15T00:00:00Z,BI407089 Z15-359,Hona,510284,7119588
2015,2015-10-22T00:00:00Z,BI080250 X12-057,Hona,513877,6892889
2015,2015-10-18T00:00:00Z,BI407238 Z15-508,Hona,511364,7118284
2015,2015-10-16T00:00:00Z,BI407027 Z15-297 +,Hona,510545,7118490
2015,2015-10-16T00:00:00Z,BI407168 Z15-438,Hane,511611,7118943
2015,2015-10-18T00:00:00Z,BI041232 ZF-352,Hona,511357,7119999
2015,2015-10-16T00:00:00Z,BI041232 ZF-352,Hona,510005,7120627
2015,2015-10-17T00:00:00Z,BI407091 Z15-361,Hane,508439,7120223
2015,2015-10-22T00:00:00Z,BI406947 Z15-217 +,Hona,518825,7074805
2015,2015-10-21T00:00:00Z,BI407056 Z15-326,Hane,451170,6902513
2015,2015-10-18T00:00:00Z,BI407168 Z15-438,Hane,510191,7119737
2015,2015-10-15T00:00:00Z,BI407027 Z15-297 +,Hona,511611,7118793
2015,2015-10-16T00:00:00Z,BI407238 Z15-508,Hona,511013,7118341
2015,2015-10-17T00:00:00Z,BI407168 Z15-438,Hane,510493,7119072
2015,2015-10-15T00:00:00Z,BI407027 Z15-297 +,Hona,508674,7119725
2015,2015-10-17T00:00:00Z,BI041043 ZF-153,Hona,511408,7119766
2015,2015-10-15T00:00:00Z,BI407332 Z15-602,Hona,510460,7119172
2015,2015-10-18T00:00:00Z,BI407371 Z15-641 +,Hane,436437,6897824
2015,2015-10-21T00:00:00Z,BI407160 Z15-430,Hane,559223,7036301
2015,2015-10-15T00:00:00Z,BI407332 Z15-602,Hona,511593,7119201
2015,2015-10-21T00:00:00Z,BI407056 Z15-326,Hane,451169,6902384
2015,2015-10-17T00:00:00Z,BI407134 Z15-404,Hane,509611,7118903
2015,2015-10-16T00:00:00Z,BI407027 Z15-297 +,Hona,511585,7119010
2015,2015-10-15T00:00:00Z,BI041232 ZF-352,Hona,511038,7118341
2015,2015-10-21T00:00:00Z,BI407056 Z15-326,Hane,448836,6903164
2015,2015-10-15T00:00:00Z,BI407134 Z15-404,Hane,511594,7119010
2015,2015-10-16T00:00:00Z,BI041232 ZF-352,Hona,511255,7118326
2015,2015-10-16T00:00:00Z,BI407238 Z15-508,Hona,511073,7120223
2015,2015-10-21T00:00:00Z,BI407238 Z15-508,Hona,504740,7109904
2015,2015-10-17T00:00:00Z,BI041232 ZF-352,Hona,508775,7119600
2015,2015-10-15T00:00:00Z,BI407027 Z15-297 +,Hona,510594,7118847
2015,2015-10-17T00:00:00Z,BI406983 Z15-253,Hona,511288,7118317
2015,2015-10-16T00:00:00Z,BI407238 Z15-508,Hona,510861,7118907
2015,2015-10-16T00:00:00Z,BI407238 Z15-508,Hona,510039,7120470
2015,2015-10-18T00:00:00Z,BI406640 Y15-151 +,Hane,617651,6999227
2015,2015-10-16T00:00:00Z,BI407345 Z15-615,Hona,511805,7118336
2015,2015-10-16T00:00:00Z,BI041232 ZF-352,Hona,510771,7118416
2015,2015-10-18T00:00:00Z,BI407255 Z15-525,Hona,510594,7118748
2015,2015-10-12T00:00:00Z,BI407193 Z15-463,Hane,472921,7066224
2015,2015-10-18T00:00:00Z,BI407089 Z15-359,Hona,511063,7118333
2015,2015-10-17T00:00:00Z,BI407332 Z15-602,Hona,511594,7118968
2015,2015-10-21T00:00:00Z,BI407098 Z15-368,Hona,538141,7073968
2015,2015-10-13T00:00:00Z,BI407193 Z15-463,Hane,471810,7060189
2015,2015-10-12T00:00:00Z,BI407028 Z15-298,Hane,469691,7068992
2015,2015-10-16T00:00:00Z,BI407238 Z15-508,Hona,510502,7119022
2015,2015-10-18T00:00:00Z,BI407238 Z15-508,Hona,511594,7119143
2015,2015-10-18T00:00:00Z,BI407134 Z15-404,Hane,511645,7118752
2015,2015-10-17T00:00:00Z,BI407238 Z15-508,Hona,510510,7119055
2015,2015-10-17T00:00:00Z,BI407027 Z15-297 +,Hona,511595,7118843
2015,2015-10-17T00:00:00Z,BI407238 Z15-508,Hona,511196,7118325
2015,2015-10-12T00:00:00Z,BI407351 Z15-621,Hona,470484,7066348
2015,2015-10-21T00:00:00Z,BI406646 Y15-157,Hane,605926,6931474
2015,2015-10-15T00:00:00Z,BI041232 ZF-352,Hona,509929,7120735
2015,2015-10-15T00:00:00Z,BI407332 Z15-602,Hona,510821,7120829
2015,2015-10-18T00:00:00Z,BI040887 Y1 Y15-093,Hona,663312,7033049
2015,2015-10-21T00:00:00Z,BI407230 Z15-500 +,Hane,468457,7098477
2015,2015-10-15T00:00:00Z,BI407332 Z15-602,Hona,509879,7121092
2015,2015-10-15T00:00:00Z,BI407332 Z15-602,Hona,511340,7120107
2015,2015-10-16T00:00:00Z,BI407255 Z15-525,Hona,511611,7118851
2015,2015-10-17T00:00:00Z,BI041232 ZF-352,Hona,511138,7118325
2015,2015-10-15T00:00:00Z,BI407089 Z15-359,Hona,510529,7118531
2015,2015-10-22T00:00:00Z,BI407032 Z15-302,Hane,478737,6930569
2015,2015-10-17T00:00:00Z,BI407238 Z15-508,Hona,512023,7118112
2015,2015-10-21T00:00:00Z,BI406705 Y15-216,Hona,605924,6931473
2015,2015-10-18T00:00:00Z,BI407332 Z15-602,Hona,510544,7118648
2015,2015-10-15T00:00:00Z,BI407332 Z15-602,Hona,511366,7119825
2015,2015-10-17T00:00:00Z,BI407027 Z15-297 +,Hona,510124,7119937
2015,2015-10-17T00:00:00Z,BI041043 ZF-153,Hona,509585,7118919
2015,2015-10-22T00:00:00Z,BI406953 Z15-223,Hane,555844,7077507
2015,2015-10-21T00:00:00Z,BI407056 Z15-326,Hane,448630,6902675
2015,2015-10-20T00:00:00Z,BI406828 Z15-098,Hane,473628,6846799
2015,2015-10-21T00:00:00Z,BI406890 Z15-160,Hane,463050,7180797
2015,2015-10-17T00:00:00Z,BI406997 Z15-267,Hane,404432,6932854
2015,2015-10-21T00:00:00Z,BI407056 Z15-326,Hane,451204,6902600
2015,2015-10-21T00:00:00Z,BI406844 Z15-114,Hane,458204,6887845
2015,2015-10-21T00:00:00Z,BI407098 Z15-368,Hona,538398,7078886
2015,2015-10-18T00:00:00Z,BI406783 Z15-053,Hona,474605,6849134
2015,2015-09-12T00:00:00Z,BI041499 ZM-321 Y15-179 +,Hane,603517,6974311
2015,2015-10-11T00:00:00Z,BI407297 W1902 Z15-567,Hane,561521,7010266
2015,2015-10-20T00:00:00Z,BI407293 Z15-563 +,Hane,523935,7093872
2015,2015-09-12T00:00:00Z,BI406686 Y15-197,Hane,674703,7015809
2015,2015-10-21T00:00:00Z,BI407236 Z15-506,Hane,405822,6910626
2015,2015-10-16T00:00:00Z,BI407004 Z15-274 +,Hona,544957,7018426
2015,2015-10-18T00:00:00Z,BI407371 Z15-641 +,Hane,430066,6899090
2015,2015-09-12T00:00:00Z,BI406623 Y15-134 +,Hane,669027,7011431
2015,2015-09-13T00:00:00Z,BI406716 Y15-227,Hona,660310,7076249
2015,2015-09-11T00:00:00Z,BI406728 Y15-239,Hona,600705,6962555
2015,2015-09-09T00:00:00Z,BI407008 Z15-278,Hane,430139,6899089
2015,2015-09-09T00:00:00Z,BI406683 Y15-194,Hona,644553,7068820
2015,2015-09-11T00:00:00Z,BI406558 Y15-069,Hane,544689,6937927
2015,2015-09-11T00:00:00Z,BI406603 Y15-114 +,Hane,641926,7020801
2015,2015-09-12T00:00:00Z,BI407270 Z15-540 +,Hona,532451,7151391
2015,2015-09-13T00:00:00Z,BI407187 Z15-457,Hona,527523,7044458
2015,2015-09-12T00:00:00Z,BI407044 Z15-314 +,Hane,569360,6968182
2015,2015-09-12T00:00:00Z,BI406623 Y15-134 +,Hane,669207,7011761
2015,2015-09-12T00:00:00Z,BI406497 Y15-008,Hane,664665,7046656
2015,2015-09-10T00:00:00Z,BI050245 W1113 HE97,Hane,405934,7071949
2015,2015-09-11T00:00:00Z,BI406605 Y15-116 +,Hona,674518,7040782
2015,2015-09-12T00:00:00Z,BI406553 Y15-064,Hona,647903,7038835
2015,2015-09-07T00:00:00Z,BI406703 Y15-214 +,Hona,627293,7017770
2015,2015-09-11T00:00:00Z,BI041066 ZF-177 Z15-194,Hona,427925,7005595
2015,2015-09-11T00:00:00Z,BI041333 ZM-129,Hane,516368,6979958
2015,2015-09-11T00:00:00Z,BI041333 ZM-129,Hane,514806,6976316
2015,2015-09-12T00:00:00Z,BI406946 Z15-216 +,Hona,464759,7032253
2015,2015-09-12T00:00:00Z,BI407252 Z15-522 +,Hona,492049,7061459
2015,2015-09-12T00:00:00Z,BI407099 Z15-369,Hane,429606,7043972
2015,2015-09-12T00:00:00Z,BI080374 X12-179,Hane,526815,6982605
2015,2015-09-11T00:00:00Z,BI406973 Z15-243 +,Hona,407971,6967510
2015,2015-09-12T00:00:00Z,BI406728 Y15-239,Hona,603701,6967359
2015,2015-09-13T00:00:00Z,BI406629 Y15-140,Hona,649953,7000884
2015,2015-09-07T00:00:00Z,BI407207 Z15-477,Hona,573805,7005066
2015,2015-09-13T00:00:00Z,BI406629 Y15-140,Hona,649947,7001010
2015,2015-09-13T00:00:00Z,BI406874 Z15-144,Hona,436859,6859314
2015,2015-09-13T00:00:00Z,BI406651 Y15-162 +,Hona,570331,7018963
2015,2015-09-13T00:00:00Z,BI406597 Y15-108,Hona,646886,7029821
2015,2015-09-12T00:00:00Z,BI406598 Y15-109,Hane,621553,6952284
2015,2015-09-11T00:00:00Z,BI041088 ZF-202,Hona,560199,7015944
2015,2015-09-10T00:00:00Z,BI407177 Z15-447,Hona,493861,6873062
2015,2015-09-12T00:00:00Z,BI407225 Z15-495 +,Hona,510899,7042396
2015,2015-09-11T00:00:00Z,BI406727 Y15-238 +,Hona,634604,7049771
2015,2015-09-13T00:00:00Z,BI406619 Y15-130 +,Hane,700475,7032206
2015,2015-09-12T00:00:00Z,BI406623 Y15-134 +,Hane,669261,7011949
2015,2015-09-12T00:00:00Z,BI406627 Y15-138,Hane,664233,7046409
2015,2015-09-11T00:00:00Z,BI406718 Y15-229,Hane,686474,7072458
2015,2015-09-12T00:00:00Z,BI406570 Y15-081,Hane,634202,7032791
2015,2015-09-06T00:00:00Z,BI080374 X12-179,Hane,534766,6994404
2015,2015-09-12T00:00:00Z,BI041528 ZM-58 Y15-045 +,Hane,577417,7018052
2015,2015-09-13T00:00:00Z,BI406558 Y15-069,Hane,543267,6939666
2015,2015-09-15T00:00:00Z,BI407207 Z15-477,Hona,570508,7006697
2015,2015-09-12T00:00:00Z,BI041105 ZF-221 Z15-383,Hona,414089,6980501
2015,2015-10-20T00:00:00Z,BI406630 Y15-141,Hona,679077,7040010
2015,2015-10-16T00:00:00Z,BI407167 Z15-437,Hona,498737,7030417
2015,2015-10-20T00:00:00Z,BI407321 Z15-591,Hane,471596,7030701
2015,2015-10-16T00:00:00Z,BI407004 Z15-274 +,Hona,544672,7018443
2015,2015-10-19T00:00:00Z,BI407359 Z15-629 +,Hane,498656,7109723
2015,2015-09-29T00:00:00Z,BI407338 Z15-608 +,Hane,507922,6973201
2015,2015-10-16T00:00:00Z,BI400040 OP2,Hane,431108,6897124
2015,2015-10-21T00:00:00Z,BI041493 ZM-316,Hane,522525,7026555
2015,2015-10-15T00:00:00Z,BI406718 Y15-229,Hane,672661,7064016
2015,2015-10-20T00:00:00Z,BI406681 Y15-192,Hona,526483,6913228
2015,2015-10-12T00:00:00Z,BI406593 Y15-104,Hona,607457,6979646
2015,2015-09-11T00:00:00Z,BI407294 Z15-564,Hona,501962,6976952
2015,2015-09-12T00:00:00Z,BI406946 Z15-216 +,Hona,464284,7032069
2015,2015-09-11T00:00:00Z,BI041333 ZM-129,Hane,514150,6978684
2015,2015-09-12T00:00:00Z,BI406664 Y15-175,Hane,644666,6999946
2015,2015-09-13T00:00:00Z,BI041333 ZM-129,Hane,535013,6971785
2015,2015-09-11T00:00:00Z,BI406700 Y15-211 +,Hane,610462,7028535
2015,2015-09-13T00:00:00Z,BI407160 Z15-430,Hane,551207,7034514
2015,2015-09-14T00:00:00Z,BI407300 Z15-570 +,Hane,512268,7138346
2015,2015-10-19T00:00:00Z,BI080515 AC2014-001,Hane,593187,7042320
2015,2015-10-11T00:00:00Z,BI407246 Z15-516 +,Hona,519040,7042951
2015,2015-10-20T00:00:00Z,BI407270 Z15-540 +,Hona,520069,7155401
2015,2015-10-11T00:00:00Z,BI407081 Z15-351,Hona,525582,7028621
2015,2015-09-13T00:00:00Z,BI406700 Y15-211 +,Hane,616287,7017651
2015,2015-10-18T00:00:00Z,BI407077 Z15-347 +,Hona,546571,7066273
2015,2015-10-17T00:00:00Z,BI406663 Y15-174,Hona,655856,7033815
2015,2015-09-05T00:00:00Z,BI406724 Y15-235,Hane,620304,7020625
2015,2015-10-16T00:00:00Z,BI080578 AC2014-064,Hona,601986,7088957
2015,2015-10-19T00:00:00Z,BI407158 Z15-428 +,Hona,461010,7155928
2015,2015-10-21T00:00:00Z,BI407294 Z15-564,Hona,495583,6981594
2015,2015-10-21T00:00:00Z,BI406932 Z15-202 +,Hane,497697,6981083
2015,2015-10-20T00:00:00Z,BI041227 ZF-347 +,Hona,398015,6910392
2015,2015-10-18T00:00:00Z,BI407158 Z15-428 +,Hona,460206,7156943
2015,2015-10-14T00:00:00Z,BI406736 Z15-006,Hona,469076,7148110
2015,2015-10-19T00:00:00Z,BI407288 Z15-558 +,Hona,432261,6886508
2015,2015-10-18T00:00:00Z,BI400040 OP2,Hane,434954,6897833
2015,2015-10-21T00:00:00Z,BI406692 Y15-203,Hane,592498,7045157
2015,2015-10-19T00:00:00Z,BI407309 Z15-579,Hane,418663,7015799
2015,2015-10-21T00:00:00Z,BI406578 Y15-089,Hane,584070,7028325
2015,2015-10-16T00:00:00Z,BI041047 ZF-157,Hona,515884,7037841
2015,2015-10-20T00:00:00Z,BI407109 Z15-379 +,Hane,445264,7012589
2015,2015-10-13T00:00:00Z,BI407241 Z15-511,Hona,446824,7167287
2015,2015-10-18T00:00:00Z,BI050245 W1113 HE97,Hane,433365,7069000
2015,2015-10-19T00:00:00Z,BI406677 Y15-188 +,Hona,612503,7019251
2015,2015-10-17T00:00:00Z,BI041135 ZF-254 +,Hona,465936,6897838
2015,2015-10-20T00:00:00Z,BI407002 Z15-272 +,Hane,532503,7058447
2015,2015-10-20T00:00:00Z,BI406704 Y15-215,Hona,489760,6934689
2015,2015-10-17T00:00:00Z,BI406557 Y15-068,Hane,610116,7045637
2015,2015-10-19T00:00:00Z,BI407288 Z15-558 +,Hona,436989,6890405
2015,2015-10-18T00:00:00Z,BI407234 Z15-504,Hona,437742,6920690
2015,2015-10-16T00:00:00Z,BI406996 Z15-266 +,Hona,542092,7008323
2015,2015-10-19T00:00:00Z,BI041267 Y107 ZF-61 AC2014-241,Hona,583345,7085708
2015,2015-10-17T00:00:00Z,BI041186 ZF-303 Z15-292,Hona,421770,6925955
2015,2015-10-18T00:00:00Z,BI406606 Y15-117,Hane,688730,7043983
2015,2015-10-18T00:00:00Z,BI407056 Z15-326,Hane,447353,6904349
2015,2015-10-10T00:00:00Z,BI407308 Z15-578 +,Hane,615747,6949750
2015,2015-10-10T00:00:00Z,BI406704 Y15-215,Hona,485218,6931817
2015,2015-10-19T00:00:00Z,BI406581 Y15-092,Hane,564537,6935603
2015,2015-10-19T00:00:00Z,BI407335 Z15-605 +,Hane,575443,7105505
2015,2015-10-12T00:00:00Z,BI406704 Y15-215,Hona,487158,6935363
2015,2015-10-17T00:00:00Z,BI406550 Y15-061,Hane,639970,7052283
2015,2015-10-17T00:00:00Z,BI041499 ZM-321 Y15-179 +,Hane,610250,6970383
2015,2015-10-19T00:00:00Z,BI407043 Z15-313,Hona,527823,7138124
2015,2015-10-18T00:00:00Z,BI407302 Z15-572,Hona,551085,6966916
2015,2015-10-10T00:00:00Z,BI407227 Z15-497,Hona,428018,6973093
2015,2015-10-18T00:00:00Z,BI406574 Y15-085,Hane,642920,7026071
2015,2015-10-18T00:00:00Z,BI406550 Y15-061,Hane,631293,7052509
2015,2015-10-19T00:00:00Z,BI407348 Z15-618,Hona,539109,6966423
2015,2015-10-18T00:00:00Z,BI407056 Z15-326,Hane,452723,6894540
2015,2015-10-16T00:00:00Z,BI406625 Y15-136,Hona,612881,6987325
2015,2015-10-17T00:00:00Z,BI407230 Z15-500 +,Hane,471375,7097289
2015,2015-10-13T00:00:00Z,BI406960 Z15-230,Hane,530266,7093567
